N,P,X,Filesize,Cachesize
99,0.3,2,32768,26480
99,0.3,3,32768,35584
99,0.3,4,32768,47648
99,0.3,5,32768,55800
100,0.3,1,32768,31856
100,0.3,2,36864,62952
100,0.3,3,32768,36192
100,0.3,4,32768,50936
100,0.3,5,32768,46384
1,0.4,1,12288,16
1,0.4,2,12288,16
1,0.4,3,12288,16
1,0.4,4,12288,16
1,0.4,5,12288,16
2,0.4,1,12288,3680
2,0.4,2,12288,4856
2,0.4,3,12288,3864
2,0.4,4,12288,3600
2,0.4,5,12288,5088
3,0.4,1,12288,5024
3,0.4,2,12288,7368
3,0.4,3,12288,3912
3,0.4,4,12288,6016
3,0.4,5,12288,4296
4,0.4,1,12288,6096
4,0.4,2,12288,7312
4,0.4,3,12288,5960
4,0.4,4,12288,6824
4,0.4,5,12288,4512
5,0.4,1,12288,8792
5,0.4,2,12288,6800
5,0.4,3,12288,7664
5,0.4,4,12288,6736
5,0.4,5,12288,6992
6,0.4,1,12288,6832
6,0.4,2,12288,8256
6,0.4,3,12288,5752
6,0.4,4,12288,6320
6,0.4,5,12288,7352
7,0.4,1,12288,6976
7,0.4,2,12288,9952
7,0.4,3,12288,8832
7,0.4,4,12288,7088
7,0.4,5,12288,6616
8,0.4,1,12288,9368
8,0.4,2,12288,10376
8,0.4,3,12288,8944
8,0.4,4,12288,9936
8,0.4,5,12288,9016
9,0.4,1,12288,10272
9,0.4,2,12288,9648
9,0.4,3,12288,10952
9,0.4,4,12288,10248
9,0.4,5,12288,11680
10,0.4,1,12288,7864
10,0.4,2,12288,17176
10,0.4,3,12288,12528
10,0.4,4,12288,13064
10,0.4,5,12288,11584
11,0.4,1,12288,12504
11,0.4,2,12288,9624
11,0.4,3,12288,13176
11,0.4,4,12288,12056
11,0.4,5,12288,12256
12,0.4,1,12288,12968
12,0.4,2,12288,12952
12,0.4,3,12288,12880
12,0.4,4,12288,11144
12,0.4,5,12288,11712
13,0.4,1,12288,14408
13,0.4,2,12288,14072
13,0.4,3,12288,16824
13,0.4,4,12288,12480
13,0.4,5,12288,16256
14,0.4,1,12288,16024
14,0.4,2,12288,11584
14,0.4,3,12288,13568
14,0.4,4,12288,10376
14,0.4,5,12288,11656
15,0.4,1,12288,9608
15,0.4,2,12288,14752
15,0.4,3,12288,10448
15,0.4,4,12288,10184
15,0.4,5,12288,17968
16,0.4,1,12288,12384
16,0.4,2,12288,15288
16,0.4,3,12288,13880
16,0.4,4,12288,41096
16,0.4,5,12288,11976
17,0.4,1,12288,14840
17,0.4,2,12288,15272
17,0.4,3,12288,14744
17,0.4,4,12288,12440
17,0.4,5,12288,13472
18,0.4,1,12288,27232
18,0.4,2,12288,11624
18,0.4,3,12288,17448
18,0.4,4,12288,16896
18,0.4,5,12288,15184
19,0.4,1,12288,14160
19,0.4,2,12288,28920
19,0.4,3,12288,10952
19,0.4,4,12288,23304
19,0.4,5,12288,16752
20,0.4,1,12288,11760
20,0.4,2,12288,30704
20,0.4,3,12288,13048
20,0.4,4,12288,28072
20,0.4,5,12288,15312
21,0.4,1,20480,29168
21,0.4,2,12288,26312
21,0.4,3,12288,19008
21,0.4,4,12288,21944
21,0.4,5,12288,18432
22,0.4,1,12288,21512
22,0.4,2,12288,14624
22,0.4,3,12288,28256
22,0.4,4,20480,60744
22,0.4,5,12288,24992
23,0.4,1,12288,17328
23,0.4,2,20480,15328
23,0.4,3,12288,23504
23,0.4,4,12288,16096
23,0.4,5,12288,26008
24,0.4,1,20480,24616
24,0.4,2,12288,19704
24,0.4,3,12288,24920
24,0.4,4,12288,27056
24,0.4,5,12288,26664
25,0.4,1,20480,20328
25,0.4,2,20480,28200
25,0.4,3,12288,26152
25,0.4,4,12288,33672
25,0.4,5,20480,19952
26,0.4,1,20480,23896
26,0.4,2,12288,17544
26,0.4,3,12288,11952
26,0.4,4,20480,26448
26,0.4,5,12288,33104
27,0.4,1,20480,23904
27,0.4,2,12288,33512
27,0.4,3,12288,23168
27,0.4,4,20480,26672
27,0.4,5,12288,23600
28,0.4,1,12288,27680
28,0.4,2,20480,24920
28,0.4,3,12288,26192
28,0.4,4,12288,17320
28,0.4,5,12288,31464
29,0.4,1,20480,22640
29,0.4,2,20480,30192
29,0.4,3,12288,24488
29,0.4,4,20480,35920
29,0.4,5,20480,26632
30,0.4,1,20480,25408
30,0.4,2,20480,30944
30,0.4,3,20480,15960
30,0.4,4,20480,35952
30,0.4,5,20480,28152
31,0.4,1,20480,30512
31,0.4,2,20480,38680
31,0.4,3,20480,20488
31,0.4,4,20480,38456
31,0.4,5,20480,28816
32,0.4,1,12288,23936
32,0.4,2,20480,37952
32,0.4,3,20480,38600
32,0.4,4,20480,23976
32,0.4,5,20480,57048
33,0.4,1,20480,45552
33,0.4,2,20480,28080
33,0.4,3,20480,22264
33,0.4,4,20480,62120
33,0.4,5,20480,30008
34,0.4,1,20480,34504
34,0.4,2,20480,21544
34,0.4,3,20480,31624
34,0.4,4,12288,31600
34,0.4,5,20480,18216
35,0.4,1,20480,44648
35,0.4,2,20480,20088
35,0.4,3,20480,27464
35,0.4,4,20480,27368
35,0.4,5,20480,22280
36,0.4,1,20480,26880
36,0.4,2,20480,35680
36,0.4,3,20480,19880
36,0.4,4,20480,43792
36,0.4,5,20480,21056
37,0.4,1,20480,32624
37,0.4,2,20480,38608
37,0.4,3,20480,25216
37,0.4,4,20480,20680
37,0.4,5,12288,22544
38,0.4,1,20480,30768
38,0.4,2,20480,38248
38,0.4,3,20480,28960
38,0.4,4,20480,30328
38,0.4,5,20480,23656
39,0.4,1,20480,20296
39,0.4,2,20480,31312
39,0.4,3,20480,46520
39,0.4,4,20480,29456
39,0.4,5,20480,47096
40,0.4,1,20480,37592
40,0.4,2,20480,40976
40,0.4,3,20480,64712
40,0.4,4,20480,32904
40,0.4,5,24576,51704
41,0.4,1,20480,44104
41,0.4,2,24576,95720
41,0.4,3,24576,44024
41,0.4,4,20480,34328
41,0.4,5,20480,14624
42,0.4,1,20480,27720
42,0.4,2,20480,22344
42,0.4,3,20480,31696
42,0.4,4,20480,70632
42,0.4,5,20480,30976
43,0.4,1,20480,49552
43,0.4,2,20480,26248
43,0.4,3,20480,48888
43,0.4,4,20480,39360
43,0.4,5,20480,18144
44,0.4,1,20480,28280
44,0.4,2,20480,31432
44,0.4,3,20480,22200
44,0.4,4,24576,40456
44,0.4,5,20480,39608
45,0.4,1,20480,27480
45,0.4,2,20480,15328
45,0.4,3,24576,61088
45,0.4,4,20480,30864
45,0.4,5,20480,29336
46,0.4,1,20480,47368
46,0.4,2,20480,25608
46,0.4,3,24576,52608
46,0.4,4,24576,65136
46,0.4,5,20480,38456
47,0.4,1,24576,27784
47,0.4,2,24576,33336
47,0.4,3,20480,17696
47,0.4,4,20480,17040
47,0.4,5,20480,95576
48,0.4,1,20480,53696
48,0.4,2,20480,44656
48,0.4,3,20480,25544
48,0.4,4,24576,108312
48,0.4,5,20480,26952
49,0.4,1,20480,37560
49,0.4,2,24576,44384
49,0.4,3,20480,24904
49,0.4,4,24576,35856
49,0.4,5,24576,27512
50,0.4,1,20480,33904
50,0.4,2,24576,48656
50,0.4,3,20480,28608
50,0.4,4,20480,42344
50,0.4,5,20480,26304
51,0.4,1,24576,46168
51,0.4,2,20480,23912
51,0.4,3,24576,41912
51,0.4,4,20480,27880
51,0.4,5,24576,24824
52,0.4,1,24576,110456
52,0.4,2,20480,21472
52,0.4,3,20480,27752
52,0.4,4,24576,43056
52,0.4,5,20480,23864
53,0.4,1,20480,33480
53,0.4,2,20480,15336
53,0.4,3,24576,83392
53,0.4,4,24576,94784
53,0.4,5,24576,68624
54,0.4,1,24576,61504
54,0.4,2,24576,66248
54,0.4,3,20480,27360
54,0.4,4,20480,29352
54,0.4,5,24576,43312
55,0.4,1,20480,70696
55,0.4,2,24576,43296
55,0.4,3,24576,42880
55,0.4,4,24576,32336
55,0.4,5,24576,67904
56,0.4,1,24576,35888
56,0.4,2,24576,98520
56,0.4,3,20480,37672
56,0.4,4,24576,40320
56,0.4,5,24576,31208
57,0.4,1,28672,49560
57,0.4,2,24576,62424
57,0.4,3,24576,36928
57,0.4,4,24576,60776
57,0.4,5,24576,51112
58,0.4,1,24576,43584
58,0.4,2,24576,65048
58,0.4,3,24576,64648
58,0.4,4,24576,33456
58,0.4,5,24576,29152
59,0.4,1,24576,13760
59,0.4,2,24576,30880
59,0.4,3,24576,52192
59,0.4,4,24576,45168
59,0.4,5,24576,34800
60,0.4,1,28672,33112
60,0.4,2,24576,52536
60,0.4,3,24576,44144
60,0.4,4,24576,37896
60,0.4,5,28672,75032
61,0.4,1,24576,56480
61,0.4,2,28672,55104
61,0.4,3,24576,35336
61,0.4,4,24576,37992
61,0.4,5,24576,54200
62,0.4,1,24576,44744
62,0.4,2,28672,52336
62,0.4,3,20480,22432
62,0.4,4,24576,18776
62,0.4,5,24576,50480
63,0.4,1,24576,50160
63,0.4,2,24576,33696
63,0.4,3,24576,23336
63,0.4,4,28672,22528
63,0.4,5,24576,33432
64,0.4,1,28672,51968
64,0.4,2,24576,48032
64,0.4,3,24576,32784
64,0.4,4,24576,21440
64,0.4,5,24576,20248
65,0.4,1,28672,50648
65,0.4,2,24576,73832
65,0.4,3,24576,49920
65,0.4,4,24576,47008
65,0.4,5,24576,63072
66,0.4,1,28672,98416
66,0.4,2,28672,84360
66,0.4,3,24576,47288
66,0.4,4,24576,28672
66,0.4,5,24576,41136
67,0.4,1,24576,17000
67,0.4,2,24576,67752
67,0.4,3,24576,51784
67,0.4,4,28672,47160
67,0.4,5,28672,112152
68,0.4,1,24576,35472
68,0.4,2,24576,49320
68,0.4,3,24576,35232
68,0.4,4,20480,38584
68,0.4,5,24576,67432
69,0.4,1,24576,62152
69,0.4,2,28672,39592
69,0.4,3,24576,36552
69,0.4,4,24576,48592
69,0.4,5,24576,46488
70,0.4,1,24576,49872
70,0.4,2,24576,54624
70,0.4,3,28672,57192
70,0.4,4,24576,28992
70,0.4,5,28672,94032
71,0.4,1,24576,39696
71,0.4,2,28672,37536
71,0.4,3,28672,45584
71,0.4,4,28672,73144
71,0.4,5,28672,52800
72,0.4,1,24576,39008
72,0.4,2,28672,39128
72,0.4,3,28672,71488
72,0.4,4,28672,136432
72,0.4,5,24576,29352
73,0.4,1,24576,47744
73,0.4,2,24576,55224
73,0.4,3,24576,38864
73,0.4,4,24576,48088
73,0.4,5,28672,52912
74,0.4,1,28672,26080
74,0.4,2,24576,56792
74,0.4,3,24576,29392
74,0.4,4,24576,62456
74,0.4,5,28672,37360
75,0.4,1,24576,48432
75,0.4,2,28672,138776
75,0.4,3,32768,103016
75,0.4,4,24576,31920
75,0.4,5,24576,54992
76,0.4,1,24576,21888
76,0.4,2,28672,82232
76,0.4,3,28672,33744
76,0.4,4,28672,98552
76,0.4,5,28672,61520
77,0.4,1,28672,56968
77,0.4,2,28672,40296
77,0.4,3,24576,77104
77,0.4,4,28672,84072
77,0.4,5,36864,65344
78,0.4,1,28672,55816
78,0.4,2,24576,53344
78,0.4,3,28672,42840
78,0.4,4,24576,64808
78,0.4,5,28672,33176
79,0.4,1,24576,48848
79,0.4,2,28672,40736
79,0.4,3,28672,73240
79,0.4,4,24576,38232
79,0.4,5,24576,76240
80,0.4,1,28672,89960
80,0.4,2,28672,30944
80,0.4,3,28672,77456
80,0.4,4,24576,55008
80,0.4,5,32768,108576
81,0.4,1,28672,66800
81,0.4,2,32768,143224
81,0.4,3,24576,91480
81,0.4,4,32768,51504
81,0.4,5,24576,37624
82,0.4,1,28672,56880
82,0.4,2,24576,107896
82,0.4,3,28672,97912
82,0.4,4,28672,114448
82,0.4,5,28672,52104
83,0.4,1,24576,65352
83,0.4,2,32768,48208
83,0.4,3,28672,90800
83,0.4,4,24576,25872
83,0.4,5,28672,103080
84,0.4,1,28672,72000
84,0.4,2,28672,69648
84,0.4,3,24576,24632
84,0.4,4,28672,37416
84,0.4,5,28672,63696
85,0.4,1,28672,56384
85,0.4,2,28672,77136
85,0.4,3,32768,39744
85,0.4,4,28672,35768
85,0.4,5,28672,46200
86,0.4,1,36864,86568
86,0.4,2,32768,102344
86,0.4,3,36864,68000
86,0.4,4,28672,47344
86,0.4,5,28672,49576
87,0.4,1,28672,42856
87,0.4,2,28672,35368
87,0.4,3,32768,75600
87,0.4,4,32768,32760
87,0.4,5,28672,67264
88,0.4,1,28672,73760
88,0.4,2,28672,68024
88,0.4,3,28672,50184
88,0.4,4,32768,66848
88,0.4,5,32768,105664
89,0.4,1,28672,79448
89,0.4,2,32768,38840
89,0.4,3,36864,95864
89,0.4,4,28672,85336
89,0.4,5,28672,86992
90,0.4,1,32768,84352
90,0.4,2,28672,124216
90,0.4,3,32768,111600
90,0.4,4,28672,37880
90,0.4,5,32768,116864
91,0.4,1,36864,79896
91,0.4,2,28672,39592
91,0.4,3,36864,40440
91,0.4,4,32768,109696
91,0.4,5,24576,87944
92,0.4,1,32768,52992
92,0.4,2,28672,45592
92,0.4,3,40960,54192
92,0.4,4,28672,48544
92,0.4,5,32768,62728
93,0.4,1,36864,135720
93,0.4,2,32768,59312
93,0.4,3,28672,123808
93,0.4,4,32768,97808
93,0.4,5,28672,68088
94,0.4,1,32768,50112
94,0.4,2,28672,83864
94,0.4,3,28672,71288
94,0.4,4,28672,81776
94,0.4,5,28672,79184
95,0.4,1,32768,147272
95,0.4,2,36864,57032
95,0.4,3,32768,61128
95,0.4,4,32768,40840
95,0.4,5,32768,40344
96,0.4,1,28672,64264
96,0.4,2,32768,118512
96,0.4,3,32768,42456
96,0.4,4,32768,59152
96,0.4,5,36864,75520
97,0.4,1,36864,71856
97,0.4,2,32768,47144
97,0.4,3,32768,115312
97,0.4,4,32768,131784
97,0.4,5,32768,120776
98,0.4,1,32768,60488
98,0.4,2,32768,84120
98,0.4,3,32768,31136
98,0.4,4,32768,66072
98,0.4,5,32768,89472
99,0.4,1,28672,25576
99,0.4,2,32768,45880
99,0.4,3,36864,71816
99,0.4,4,36864,122520
99,0.4,5,28672,37256
100,0.4,1,32768,84880
100,0.4,2,32768,33040
100,0.4,3,28672,50544
100,0.4,4,36864,88112
100,0.4,5,32768,88056
1,0.5,1,12288,16
1,0.5,2,12288,16
1,0.5,3,12288,16
1,0.5,4,12288,16
1,0.5,5,12288,16
2,0.5,1,12288,3640
2,0.5,2,12288,4296
2,0.5,3,12288,3680
2,0.5,4,12288,3664
2,0.5,5,12288,4488
3,0.5,1,12288,7040
3,0.5,2,12288,7336
3,0.5,3,12288,5768
3,0.5,4,12288,5792
3,0.5,5,12288,5840
4,0.5,1,12288,6240
4,0.5,2,12288,6544
4,0.5,3,12288,5528
4,0.5,4,12288,7232
4,0.5,5,12288,6192
5,0.5,1,12288,6992
5,0.5,2,12288,5136
5,0.5,3,12288,8552
5,0.5,4,12288,9112
5,0.5,5,12288,6832
6,0.5,1,12288,6472
6,0.5,2,12288,6848
6,0.5,3,12288,8424
6,0.5,4,12288,6976
6,0.5,5,12288,9912
7,0.5,1,12288,9376
7,0.5,2,12288,11376
7,0.5,3,12288,8640
7,0.5,4,12288,7400
7,0.5,5,12288,8768
8,0.5,1,12288,9520
8,0.5,2,12288,8640
8,0.5,3,12288,8624
8,0.5,4,12288,12224
8,0.5,5,12288,10664
9,0.5,1,12288,12472
9,0.5,2,12288,9872
9,0.5,3,12288,10568
9,0.5,4,12288,10504
9,0.5,5,12288,11088
10,0.5,1,12288,10320
10,0.5,2,12288,10512
10,0.5,3,12288,14952
10,0.5,4,12288,11096
10,0.5,5,12288,10456
11,0.5,1,12288,11952
11,0.5,2,12288,12824
11,0.5,3,12288,10184
11,0.5,4,12288,13760
11,0.5,5,12288,10200
12,0.5,1,12288,14240
12,0.5,2,12288,9784
12,0.5,3,12288,11296
12,0.5,4,12288,9720
12,0.5,5,12288,13640
13,0.5,1,12288,14608
13,0.5,2,12288,14784
13,0.5,3,12288,8408
13,0.5,4,12288,12592
13,0.5,5,12288,12232
14,0.5,1,12288,15424
14,0.5,2,12288,12064
14,0.5,3,12288,13856
14,0.5,4,12288,13664
14,0.5,5,12288,14696
15,0.5,1,12288,11512
15,0.5,2,12288,14920
15,0.5,3,12288,9432
15,0.5,4,12288,14872
15,0.5,5,12288,12112
16,0.5,1,12288,10928
16,0.5,2,12288,16272
16,0.5,3,12288,20832
16,0.5,4,12288,11976
16,0.5,5,12288,12296
17,0.5,1,12288,18104
17,0.5,2,12288,15248
17,0.5,3,12288,17056
17,0.5,4,12288,10184
17,0.5,5,12288,17336
18,0.5,1,12288,15488
18,0.5,2,12288,22904
18,0.5,3,12288,20832
18,0.5,4,12288,13888
18,0.5,5,12288,12920
19,0.5,1,12288,11496
19,0.5,2,12288,15592
19,0.5,3,12288,23512
19,0.5,4,12288,15416
19,0.5,5,12288,12184
20,0.5,1,12288,11256
20,0.5,2,12288,14512
20,0.5,3,12288,12536
20,0.5,4,12288,12688
20,0.5,5,12288,11696
21,0.5,1,12288,24472
21,0.5,2,12288,30904
21,0.5,3,12288,10232
21,0.5,4,12288,24776
21,0.5,5,12288,14280
22,0.5,1,12288,24584
22,0.5,2,12288,14216
22,0.5,3,12288,34352
22,0.5,4,20480,26872
22,0.5,5,12288,21832
23,0.5,1,12288,29808
23,0.5,2,12288,14352
23,0.5,3,12288,18304
23,0.5,4,12288,19376
23,0.5,5,12288,39600
24,0.5,1,12288,25288
24,0.5,2,12288,26080
24,0.5,3,12288,13392
24,0.5,4,12288,38744
24,0.5,5,12288,22704
25,0.5,1,12288,25120
25,0.5,2,12288,16864
25,0.5,3,20480,21512
25,0.5,4,20480,22384
25,0.5,5,12288,26040
26,0.5,1,20480,23344
26,0.5,2,12288,20976
26,0.5,3,20480,23216
26,0.5,4,12288,20232
26,0.5,5,12288,36064
27,0.5,1,20480,25280
27,0.5,2,12288,20120
27,0.5,3,12288,30288
27,0.5,4,20480,31656
27,0.5,5,12288,20424
28,0.5,1,12288,20784
28,0.5,2,12288,38240
28,0.5,3,20480,38168
28,0.5,4,12288,26200
28,0.5,5,20480,36624
29,0.5,1,12288,29064
29,0.5,2,20480,25128
29,0.5,3,20480,20200
29,0.5,4,12288,29712
29,0.5,5,20480,25792
30,0.5,1,20480,21520
30,0.5,2,20480,19704
30,0.5,3,12288,21584
30,0.5,4,20480,25368
30,0.5,5,20480,27584
31,0.5,1,20480,19432
31,0.5,2,20480,14296
31,0.5,3,20480,17704
31,0.5,4,20480,20928
31,0.5,5,12288,16304
32,0.5,1,20480,24672
32,0.5,2,20480,23032
32,0.5,3,20480,23104
32,0.5,4,20480,31832
32,0.5,5,20480,13208
33,0.5,1,20480,36768
33,0.5,2,20480,33640
33,0.5,3,20480,18392
33,0.5,4,20480,23968
33,0.5,5,20480,56232
34,0.5,1,20480,46096
34,0.5,2,20480,36328
34,0.5,3,20480,21584
34,0.5,4,20480,17704
34,0.5,5,20480,31120
35,0.5,1,20480,39080
35,0.5,2,20480,22368
35,0.5,3,20480,29144
35,0.5,4,20480,16968
35,0.5,5,12288,9472
36,0.5,1,20480,17680
36,0.5,2,20480,21432
36,0.5,3,20480,13248
36,0.5,4,20480,44104
36,0.5,5,20480,34360
37,0.5,1,20480,41112
37,0.5,2,20480,19608
37,0.5,3,24576,34824
37,0.5,4,20480,35704
37,0.5,5,20480,27616
38,0.5,1,20480,22608
38,0.5,2,20480,34528
38,0.5,3,20480,15232
38,0.5,4,20480,50480
38,0.5,5,20480,40040
39,0.5,1,20480,45120
39,0.5,2,20480,35056
39,0.5,3,20480,27312
39,0.5,4,20480,35056
39,0.5,5,20480,49360
40,0.5,1,20480,43064
40,0.5,2,20480,37160
40,0.5,3,20480,31120
40,0.5,4,20480,23120
40,0.5,5,20480,43224
41,0.5,1,20480,37464
41,0.5,2,20480,36648
41,0.5,3,20480,45464
41,0.5,4,20480,50888
41,0.5,5,20480,18224
42,0.5,1,20480,54152
42,0.5,2,20480,37000
42,0.5,3,20480,22560
42,0.5,4,20480,25936
42,0.5,5,20480,31976
43,0.5,1,20480,32752
43,0.5,2,20480,41448
43,0.5,3,20480,31048
43,0.5,4,20480,19272
43,0.5,5,20480,56120
44,0.5,1,20480,64768
44,0.5,2,20480,30104
44,0.5,3,20480,63384
44,0.5,4,20480,25568
44,0.5,5,20480,50360
45,0.5,1,24576,58048
45,0.5,2,20480,46400
45,0.5,3,24576,66008
45,0.5,4,20480,27800
45,0.5,5,20480,40344
46,0.5,1,20480,26408
46,0.5,2,20480,24368
46,0.5,3,24576,61960
46,0.5,4,20480,27832
46,0.5,5,24576,67736
47,0.5,1,20480,18344
47,0.5,2,24576,64648
47,0.5,3,24576,52856
47,0.5,4,24576,75072
47,0.5,5,20480,40872
48,0.5,1,20480,36080
48,0.5,2,20480,57944
48,0.5,3,20480,37296
48,0.5,4,24576,64352
48,0.5,5,24576,50696
49,0.5,1,24576,39544
49,0.5,2,20480,37104
49,0.5,3,20480,63568
49,0.5,4,20480,34536
49,0.5,5,20480,40288
50,0.5,1,24576,57520
50,0.5,2,20480,56752
50,0.5,3,20480,30112
50,0.5,4,20480,67872
50,0.5,5,24576,67912
51,0.5,1,24576,82304
51,0.5,2,20480,36648
51,0.5,3,20480,26424
51,0.5,4,24576,44824
51,0.5,5,24576,32728
52,0.5,1,20480,40072
52,0.5,2,20480,37544
52,0.5,3,20480,16584
52,0.5,4,20480,55584
52,0.5,5,20480,41272
53,0.5,1,20480,40040
53,0.5,2,20480,26264
53,0.5,3,20480,53728
53,0.5,4,24576,61584
53,0.5,5,24576,29768
54,0.5,1,20480,66864
54,0.5,2,24576,54360
54,0.5,3,20480,33680
54,0.5,4,20480,37816
54,0.5,5,20480,32464
55,0.5,1,24576,29664
55,0.5,2,24576,49400
55,0.5,3,24576,28928
55,0.5,4,24576,127008
55,0.5,5,24576,102008
56,0.5,1,24576,47576
56,0.5,2,24576,61352
56,0.5,3,24576,37096
56,0.5,4,24576,32728
56,0.5,5,20480,43320
57,0.5,1,24576,31384
57,0.5,2,28672,88480
57,0.5,3,20480,28016
57,0.5,4,24576,33688
57,0.5,5,24576,46288
58,0.5,1,24576,46104
58,0.5,2,24576,63200
58,0.5,3,20480,34160
58,0.5,4,20480,48720
58,0.5,5,24576,32744
59,0.5,1,24576,45376
59,0.5,2,24576,26800
59,0.5,3,24576,74040
59,0.5,4,24576,56464
59,0.5,5,24576,51896
60,0.5,1,24576,33504
60,0.5,2,20480,25232
60,0.5,3,24576,66920
60,0.5,4,24576,139752
60,0.5,5,24576,38056
61,0.5,1,28672,43216
61,0.5,2,28672,82456
61,0.5,3,24576,46216
61,0.5,4,24576,68664
61,0.5,5,24576,41520
62,0.5,1,24576,27208
62,0.5,2,24576,49680
62,0.5,3,20480,69112
62,0.5,4,24576,90352
62,0.5,5,24576,105824
63,0.5,1,24576,29168
63,0.5,2,24576,46656
63,0.5,3,28672,65728
63,0.5,4,24576,56368
63,0.5,5,24576,92912
64,0.5,1,28672,49424
64,0.5,2,28672,63440
64,0.5,3,28672,78616
64,0.5,4,24576,44576
64,0.5,5,24576,57592
65,0.5,1,24576,56168
65,0.5,2,24576,55632
65,0.5,3,24576,48112
65,0.5,4,24576,38864
65,0.5,5,24576,46560
66,0.5,1,24576,52872
66,0.5,2,28672,74128
66,0.5,3,24576,26264
66,0.5,4,24576,85128
66,0.5,5,28672,43008
67,0.5,1,24576,73008
67,0.5,2,24576,28184
67,0.5,3,24576,30848
67,0.5,4,24576,29568
67,0.5,5,24576,66640
68,0.5,1,28672,116464
68,0.5,2,24576,81704
68,0.5,3,24576,37216
68,0.5,4,28672,33232
68,0.5,5,24576,47152
69,0.5,1,24576,42136
69,0.5,2,28672,62928
69,0.5,3,28672,38008
69,0.5,4,24576,50824
69,0.5,5,24576,27568
70,0.5,1,28672,44496
70,0.5,2,24576,26064
70,0.5,3,24576,57360
70,0.5,4,28672,71368
70,0.5,5,24576,43072
71,0.5,1,24576,46888
71,0.5,2,28672,32872
71,0.5,3,24576,51616
71,0.5,4,28672,95016
71,0.5,5,24576,60608
72,0.5,1,24576,49752
72,0.5,2,24576,90240
72,0.5,3,24576,44624
72,0.5,4,28672,80488
72,0.5,5,24576,36248
73,0.5,1,28672,63256
73,0.5,2,28672,66728
73,0.5,3,24576,48992
73,0.5,4,24576,73336
73,0.5,5,24576,78848
74,0.5,1,28672,94360
74,0.5,2,24576,36936
74,0.5,3,28672,38592
74,0.5,4,28672,39144
74,0.5,5,28672,59024
75,0.5,1,24576,94184
75,0.5,2,24576,31000
75,0.5,3,28672,50136
75,0.5,4,28672,115264
75,0.5,5,24576,40256
76,0.5,1,28672,104384
76,0.5,2,28672,47352
76,0.5,3,28672,52192
76,0.5,4,24576,43712
76,0.5,5,28672,67760
77,0.5,1,24576,127296
77,0.5,2,28672,169312
77,0.5,3,24576,50136
77,0.5,4,24576,35944
77,0.5,5,28672,93328
78,0.5,1,28672,26720
78,0.5,2,28672,100776
78,0.5,3,24576,57184
78,0.5,4,24576,35032
78,0.5,5,32768,125616
79,0.5,1,28672,67264
79,0.5,2,32768,171480
79,0.5,3,32768,91968
79,0.5,4,28672,38312
79,0.5,5,28672,91496
80,0.5,1,28672,70824
80,0.5,2,24576,67248
80,0.5,3,28672,89056
80,0.5,4,28672,37704
80,0.5,5,28672,58808
81,0.5,1,28672,91112
81,0.5,2,28672,43792
81,0.5,3,28672,59664
81,0.5,4,28672,55296
81,0.5,5,24576,83872
82,0.5,1,28672,87192
82,0.5,2,28672,79208
82,0.5,3,28672,97096
82,0.5,4,28672,45456
82,0.5,5,28672,53184
83,0.5,1,28672,111056
83,0.5,2,24576,31616
83,0.5,3,28672,50024
83,0.5,4,32768,124328
83,0.5,5,28672,72920
84,0.5,1,32768,113488
84,0.5,2,28672,62872
84,0.5,3,28672,28592
84,0.5,4,32768,64504
84,0.5,5,24576,70800
85,0.5,1,28672,91456
85,0.5,2,28672,43640
85,0.5,3,32768,71264
85,0.5,4,28672,45072
85,0.5,5,28672,66904
86,0.5,1,28672,34488
86,0.5,2,28672,71416
86,0.5,3,28672,82752
86,0.5,4,28672,62872
86,0.5,5,28672,95000
87,0.5,1,32768,82736
87,0.5,2,36864,99816
87,0.5,3,24576,21848
87,0.5,4,32768,80032
87,0.5,5,36864,75296
88,0.5,1,28672,64048
88,0.5,2,28672,41800
88,0.5,3,32768,34032
88,0.5,4,24576,25040
88,0.5,5,32768,53872
89,0.5,1,32768,80888
89,0.5,2,32768,36672
89,0.5,3,28672,135560
89,0.5,4,28672,30760
89,0.5,5,28672,58568
90,0.5,1,28672,27256
90,0.5,2,28672,39608
90,0.5,3,36864,120856
90,0.5,4,32768,39360
90,0.5,5,32768,49088
91,0.5,1,32768,73560
91,0.5,2,32768,38472
91,0.5,3,28672,111824
91,0.5,4,36864,33488
91,0.5,5,32768,54152
92,0.5,1,32768,76600
92,0.5,2,28672,49784
92,0.5,3,28672,38040
92,0.5,4,32768,41904
92,0.5,5,28672,60408
93,0.5,1,28672,48632
93,0.5,2,32768,62640
93,0.5,3,28672,44496
93,0.5,4,32768,80072
93,0.5,5,32768,84456
94,0.5,1,28672,140584
94,0.5,2,32768,42128
94,0.5,3,28672,50640
94,0.5,4,32768,67064
94,0.5,5,28672,33432
95,0.5,1,28672,36424
95,0.5,2,28672,33560
95,0.5,3,36864,57240
95,0.5,4,28672,79224
95,0.5,5,28672,75864
96,0.5,1,32768,36848
96,0.5,2,28672,32896
96,0.5,3,32768,111064
96,0.5,4,32768,67896
96,0.5,5,32768,99456
97,0.5,1,32768,74696
97,0.5,2,32768,41816
97,0.5,3,32768,51888
97,0.5,4,28672,55744
97,0.5,5,32768,62016
98,0.5,1,28672,110816
98,0.5,2,32768,76416
98,0.5,3,32768,72840
98,0.5,4,36864,55752
98,0.5,5,28672,38296
