N,P,X,Filesize
62,0.7,4,24576
62,0.7,5,24576
63,0.7,1,28672
63,0.7,2,24576
63,0.7,3,24576
63,0.7,4,24576
63,0.7,5,24576
64,0.7,1,28672
64,0.7,2,28672
64,0.7,3,24576
64,0.7,4,24576
64,0.7,5,24576
65,0.7,1,24576
65,0.7,2,24576
65,0.7,3,24576
65,0.7,4,24576
65,0.7,5,28672
66,0.7,1,28672
66,0.7,2,24576
66,0.7,3,28672
66,0.7,4,28672
66,0.7,5,24576
67,0.7,1,24576
67,0.7,2,24576
67,0.7,3,24576
67,0.7,4,24576
67,0.7,5,24576
68,0.7,1,28672
68,0.7,2,28672
68,0.7,3,28672
68,0.7,4,28672
68,0.7,5,24576
69,0.7,1,28672
69,0.7,2,24576
69,0.7,3,28672
69,0.7,4,28672
69,0.7,5,24576
70,0.7,1,24576
70,0.7,2,28672
70,0.7,3,28672
70,0.7,4,24576
70,0.7,5,28672
71,0.7,1,24576
71,0.7,2,24576
71,0.7,3,28672
71,0.7,4,28672
71,0.7,5,28672
72,0.7,1,28672
72,0.7,2,28672
72,0.7,3,28672
72,0.7,4,28672
72,0.7,5,24576
73,0.7,1,28672
73,0.7,2,28672
73,0.7,3,24576
73,0.7,4,28672
73,0.7,5,28672
74,0.7,1,32768
74,0.7,2,28672
74,0.7,3,28672
74,0.7,4,28672
74,0.7,5,24576
75,0.7,1,28672
75,0.7,2,24576
75,0.7,3,28672
75,0.7,4,28672
75,0.7,5,28672
76,0.7,1,28672
76,0.7,2,24576
76,0.7,3,28672
76,0.7,4,28672
76,0.7,5,28672
77,0.7,1,28672
77,0.7,2,24576
77,0.7,3,28672
77,0.7,4,28672
77,0.7,5,28672
78,0.7,1,28672
78,0.7,2,28672
78,0.7,3,28672
78,0.7,4,28672
78,0.7,5,24576
79,0.7,1,28672
79,0.7,2,28672
79,0.7,3,28672
79,0.7,4,28672
79,0.7,5,28672
80,0.7,1,28672
80,0.7,2,28672
80,0.7,3,28672
80,0.7,4,28672
80,0.7,5,28672
81,0.7,1,28672
81,0.7,2,28672
81,0.7,3,28672
81,0.7,4,28672
81,0.7,5,32768
82,0.7,1,28672
82,0.7,2,28672
82,0.7,3,32768
82,0.7,4,28672
82,0.7,5,28672
83,0.7,1,28672
83,0.7,2,28672
83,0.7,3,28672
83,0.7,4,28672
83,0.7,5,28672
84,0.7,1,28672
84,0.7,2,28672
84,0.7,3,28672
84,0.7,4,28672
84,0.7,5,28672
85,0.7,1,28672
85,0.7,2,32768
85,0.7,3,28672
85,0.7,4,28672
85,0.7,5,28672
86,0.7,1,32768
86,0.7,2,32768
86,0.7,3,32768
86,0.7,4,28672
86,0.7,5,28672
87,0.7,1,32768
87,0.7,2,28672
87,0.7,3,32768
87,0.7,4,32768
87,0.7,5,32768
88,0.7,1,28672
88,0.7,2,32768
88,0.7,3,28672
88,0.7,4,32768
88,0.7,5,32768
89,0.7,1,28672
89,0.7,2,28672
89,0.7,3,28672
89,0.7,4,32768
89,0.7,5,32768
90,0.7,1,28672
90,0.7,2,28672
90,0.7,3,32768
90,0.7,4,32768
90,0.7,5,32768
91,0.7,1,28672
91,0.7,2,32768
91,0.7,3,28672
91,0.7,4,28672
91,0.7,5,28672
92,0.7,1,28672
92,0.7,2,32768
92,0.7,3,28672
92,0.7,4,28672
92,0.7,5,32768
93,0.7,1,28672
93,0.7,2,32768
93,0.7,3,28672
93,0.7,4,32768
93,0.7,5,36864
94,0.7,1,28672
94,0.7,2,32768
94,0.7,3,28672
94,0.7,4,32768
94,0.7,5,32768
95,0.7,1,32768
95,0.7,2,32768
95,0.7,3,28672
95,0.7,4,32768
95,0.7,5,32768
96,0.7,1,32768
96,0.7,2,36864
96,0.7,3,28672
96,0.7,4,32768
96,0.7,5,32768
97,0.7,1,32768
97,0.7,2,32768
97,0.7,3,32768
97,0.7,4,32768
97,0.7,5,32768
98,0.7,1,32768
98,0.7,2,32768
98,0.7,3,32768
98,0.7,4,32768
98,0.7,5,36864
99,0.7,1,32768
99,0.7,2,32768
99,0.7,3,32768
99,0.7,4,36864
99,0.7,5,32768
100,0.7,1,32768
100,0.7,2,32768
100,0.7,3,32768
100,0.7,4,32768
100,0.7,5,32768
1,0.8,1,12288
1,0.8,2,12288
1,0.8,3,12288
1,0.8,4,12288
1,0.8,5,12288
2,0.8,1,12288
2,0.8,2,12288
2,0.8,3,12288
2,0.8,4,12288
2,0.8,5,12288
3,0.8,1,12288
3,0.8,2,12288
3,0.8,3,12288
3,0.8,4,12288
3,0.8,5,12288
4,0.8,1,12288
4,0.8,2,12288
4,0.8,3,12288
4,0.8,4,12288
4,0.8,5,12288
5,0.8,1,12288
5,0.8,2,12288
5,0.8,3,12288
5,0.8,4,12288
5,0.8,5,12288
6,0.8,1,12288
6,0.8,2,12288
6,0.8,3,12288
6,0.8,4,12288
6,0.8,5,12288
7,0.8,1,12288
7,0.8,2,12288
7,0.8,3,12288
7,0.8,4,12288
7,0.8,5,12288
8,0.8,1,12288
8,0.8,2,12288
8,0.8,3,12288
8,0.8,4,12288
8,0.8,5,12288
9,0.8,1,12288
9,0.8,2,12288
9,0.8,3,12288
9,0.8,4,12288
9,0.8,5,12288
10,0.8,1,12288
10,0.8,2,12288
10,0.8,3,12288
10,0.8,4,12288
10,0.8,5,12288
11,0.8,1,12288
11,0.8,2,12288
11,0.8,3,12288
11,0.8,4,12288
11,0.8,5,12288
12,0.8,1,12288
12,0.8,2,12288
12,0.8,3,12288
12,0.8,4,12288
12,0.8,5,12288
13,0.8,1,12288
13,0.8,2,12288
13,0.8,3,12288
13,0.8,4,12288
13,0.8,5,12288
14,0.8,1,12288
14,0.8,2,12288
14,0.8,3,12288
14,0.8,4,12288
14,0.8,5,12288
15,0.8,1,12288
15,0.8,2,12288
15,0.8,3,12288
15,0.8,4,12288
15,0.8,5,12288
16,0.8,1,12288
16,0.8,2,12288
16,0.8,3,12288
16,0.8,4,12288
16,0.8,5,12288
17,0.8,1,12288
17,0.8,2,12288
17,0.8,3,12288
17,0.8,4,12288
17,0.8,5,12288
18,0.8,1,12288
18,0.8,2,12288
18,0.8,3,12288
18,0.8,4,12288
18,0.8,5,12288
19,0.8,1,12288
19,0.8,2,12288
19,0.8,3,12288
19,0.8,4,12288
19,0.8,5,12288
20,0.8,1,12288
20,0.8,2,12288
20,0.8,3,20480
20,0.8,4,12288
20,0.8,5,12288
21,0.8,1,12288
21,0.8,2,12288
21,0.8,3,12288
21,0.8,4,20480
21,0.8,5,12288
22,0.8,1,12288
22,0.8,2,12288
22,0.8,3,12288
22,0.8,4,12288
22,0.8,5,12288
23,0.8,1,20480
23,0.8,2,12288
23,0.8,3,12288
23,0.8,4,12288
23,0.8,5,20480
24,0.8,1,20480
24,0.8,2,12288
24,0.8,3,20480
24,0.8,4,12288
24,0.8,5,12288
25,0.8,1,12288
25,0.8,2,20480
25,0.8,3,12288
25,0.8,4,20480
25,0.8,5,12288
26,0.8,1,20480
26,0.8,2,20480
26,0.8,3,20480
26,0.8,4,12288
26,0.8,5,20480
27,0.8,1,20480
27,0.8,2,20480
27,0.8,3,20480
27,0.8,4,20480
27,0.8,5,20480
28,0.8,1,12288
28,0.8,2,20480
28,0.8,3,20480
28,0.8,4,20480
28,0.8,5,20480
29,0.8,1,20480
29,0.8,2,20480
29,0.8,3,20480
29,0.8,4,20480
29,0.8,5,20480
30,0.8,1,20480
30,0.8,2,20480
30,0.8,3,20480
30,0.8,4,20480
30,0.8,5,20480
31,0.8,1,20480
31,0.8,2,20480
31,0.8,3,20480
31,0.8,4,20480
31,0.8,5,20480
32,0.8,1,20480
32,0.8,2,20480
32,0.8,3,20480
32,0.8,4,20480
32,0.8,5,20480
33,0.8,1,20480
33,0.8,2,20480
33,0.8,3,20480
33,0.8,4,20480
33,0.8,5,20480
34,0.8,1,20480
34,0.8,2,20480
34,0.8,3,20480
34,0.8,4,20480
34,0.8,5,20480
35,0.8,1,20480
35,0.8,2,20480
35,0.8,3,20480
35,0.8,4,20480
35,0.8,5,20480
36,0.8,1,20480
36,0.8,2,20480
36,0.8,3,20480
36,0.8,4,20480
36,0.8,5,20480
37,0.8,1,20480
37,0.8,2,20480
37,0.8,3,20480
37,0.8,4,20480
37,0.8,5,20480
38,0.8,1,20480
38,0.8,2,20480
38,0.8,3,20480
38,0.8,4,20480
38,0.8,5,20480
39,0.8,1,20480
39,0.8,2,20480
39,0.8,3,20480
39,0.8,4,20480
39,0.8,5,20480
40,0.8,1,20480
40,0.8,2,20480
40,0.8,3,20480
40,0.8,4,20480
40,0.8,5,20480
41,0.8,1,20480
41,0.8,2,20480
41,0.8,3,20480
41,0.8,4,20480
41,0.8,5,20480
42,0.8,1,20480
42,0.8,2,20480
42,0.8,3,20480
42,0.8,4,20480
42,0.8,5,20480
43,0.8,1,20480
43,0.8,2,20480
43,0.8,3,20480
43,0.8,4,24576
43,0.8,5,20480
44,0.8,1,20480
44,0.8,2,20480
44,0.8,3,20480
44,0.8,4,20480
44,0.8,5,20480
45,0.8,1,20480
45,0.8,2,20480
45,0.8,3,20480
45,0.8,4,20480
45,0.8,5,20480
46,0.8,1,24576
46,0.8,2,20480
46,0.8,3,24576
46,0.8,4,20480
46,0.8,5,24576
47,0.8,1,24576
47,0.8,2,24576
47,0.8,3,20480
47,0.8,4,20480
47,0.8,5,24576
48,0.8,1,20480
48,0.8,2,24576
48,0.8,3,24576
48,0.8,4,24576
48,0.8,5,24576
49,0.8,1,24576
49,0.8,2,20480
49,0.8,3,24576
49,0.8,4,20480
49,0.8,5,24576
50,0.8,1,24576
50,0.8,2,24576
50,0.8,3,24576
50,0.8,4,24576
50,0.8,5,20480
51,0.8,1,24576
51,0.8,2,24576
51,0.8,3,24576
51,0.8,4,24576
51,0.8,5,24576
52,0.8,1,24576
52,0.8,2,24576
52,0.8,3,24576
52,0.8,4,24576
52,0.8,5,20480
53,0.8,1,24576
53,0.8,2,24576
53,0.8,3,24576
53,0.8,4,24576
53,0.8,5,24576
54,0.8,1,24576
54,0.8,2,24576
54,0.8,3,24576
54,0.8,4,24576
54,0.8,5,24576
55,0.8,1,24576
55,0.8,2,24576
55,0.8,3,24576
55,0.8,4,24576
55,0.8,5,24576
56,0.8,1,24576
56,0.8,2,24576
56,0.8,3,24576
56,0.8,4,24576
56,0.8,5,24576
57,0.8,1,24576
57,0.8,2,24576
57,0.8,3,24576
57,0.8,4,24576
57,0.8,5,24576
58,0.8,1,24576
58,0.8,2,24576
58,0.8,3,24576
58,0.8,4,24576
58,0.8,5,24576
59,0.8,1,24576
59,0.8,2,24576
59,0.8,3,24576
59,0.8,4,24576
59,0.8,5,24576
60,0.8,1,24576
60,0.8,2,24576
60,0.8,3,24576
60,0.8,4,24576
60,0.8,5,24576
61,0.8,1,24576
61,0.8,2,24576
61,0.8,3,24576
61,0.8,4,28672
61,0.8,5,24576
62,0.8,1,24576
62,0.8,2,24576
62,0.8,3,24576
62,0.8,4,24576
62,0.8,5,24576
63,0.8,1,24576
63,0.8,2,24576
63,0.8,3,24576
63,0.8,4,24576
63,0.8,5,28672
64,0.8,1,24576
64,0.8,2,24576
64,0.8,3,24576
64,0.8,4,24576
64,0.8,5,24576
65,0.8,1,24576
65,0.8,2,28672
65,0.8,3,24576
65,0.8,4,24576
65,0.8,5,28672
66,0.8,1,28672
66,0.8,2,24576
66,0.8,3,24576
66,0.8,4,24576
66,0.8,5,28672
67,0.8,1,24576
67,0.8,2,28672
67,0.8,3,28672
67,0.8,4,28672
67,0.8,5,24576
68,0.8,1,28672
68,0.8,2,28672
68,0.8,3,28672
68,0.8,4,24576
68,0.8,5,24576
69,0.8,1,24576
69,0.8,2,24576
69,0.8,3,24576
69,0.8,4,24576
69,0.8,5,24576
70,0.8,1,24576
70,0.8,2,24576
70,0.8,3,28672
70,0.8,4,28672
70,0.8,5,24576
71,0.8,1,28672
71,0.8,2,24576
71,0.8,3,28672
71,0.8,4,28672
71,0.8,5,28672
72,0.8,1,28672
72,0.8,2,28672
72,0.8,3,28672
72,0.8,4,28672
72,0.8,5,28672
73,0.8,1,28672
73,0.8,2,28672
73,0.8,3,28672
73,0.8,4,24576
73,0.8,5,28672
74,0.8,1,28672
74,0.8,2,28672
74,0.8,3,28672
74,0.8,4,28672
74,0.8,5,28672
75,0.8,1,28672
75,0.8,2,28672
75,0.8,3,28672
75,0.8,4,28672
75,0.8,5,28672
76,0.8,1,28672
76,0.8,2,32768
76,0.8,3,28672
76,0.8,4,28672
76,0.8,5,28672
77,0.8,1,28672
77,0.8,2,28672
77,0.8,3,28672
77,0.8,4,28672
77,0.8,5,28672
78,0.8,1,28672
78,0.8,2,28672
78,0.8,3,28672
78,0.8,4,28672
78,0.8,5,28672
79,0.8,1,28672
79,0.8,2,28672
79,0.8,3,24576
79,0.8,4,28672
79,0.8,5,28672
80,0.8,1,28672
80,0.8,2,28672
80,0.8,3,28672
80,0.8,4,28672
80,0.8,5,28672
81,0.8,1,28672
81,0.8,2,28672
81,0.8,3,28672
81,0.8,4,28672
81,0.8,5,32768
82,0.8,1,28672
82,0.8,2,28672
82,0.8,3,28672
82,0.8,4,28672
82,0.8,5,28672
83,0.8,1,28672
83,0.8,2,28672
83,0.8,3,28672
83,0.8,4,28672
83,0.8,5,32768
84,0.8,1,28672
84,0.8,2,28672
84,0.8,3,28672
84,0.8,4,32768
84,0.8,5,28672
85,0.8,1,28672
85,0.8,2,28672
85,0.8,3,28672
85,0.8,4,28672
85,0.8,5,32768
86,0.8,1,28672
86,0.8,2,28672
86,0.8,3,28672
86,0.8,4,28672
86,0.8,5,32768
87,0.8,1,28672
87,0.8,2,28672
87,0.8,3,28672
87,0.8,4,28672
87,0.8,5,28672
88,0.8,1,28672
88,0.8,2,28672
88,0.8,3,28672
88,0.8,4,32768
88,0.8,5,28672
89,0.8,1,32768
89,0.8,2,28672
89,0.8,3,32768
89,0.8,4,28672
89,0.8,5,28672
90,0.8,1,32768
90,0.8,2,28672
90,0.8,3,28672
90,0.8,4,28672
90,0.8,5,28672
91,0.8,1,28672
91,0.8,2,28672
91,0.8,3,32768
91,0.8,4,28672
91,0.8,5,32768
92,0.8,1,32768
92,0.8,2,28672
92,0.8,3,32768
92,0.8,4,32768
92,0.8,5,28672
93,0.8,1,32768
93,0.8,2,28672
93,0.8,3,32768
93,0.8,4,32768
93,0.8,5,32768
94,0.8,1,28672
94,0.8,2,32768
94,0.8,3,36864
94,0.8,4,32768
94,0.8,5,32768
95,0.8,1,32768
95,0.8,2,32768
95,0.8,3,32768
95,0.8,4,32768
95,0.8,5,32768
96,0.8,1,32768
96,0.8,2,32768
96,0.8,3,32768
96,0.8,4,32768
96,0.8,5,28672
97,0.8,1,32768
97,0.8,2,28672
97,0.8,3,32768
97,0.8,4,32768
97,0.8,5,28672
98,0.8,1,32768
98,0.8,2,32768
98,0.8,3,32768
98,0.8,4,32768
98,0.8,5,32768
99,0.8,1,32768
99,0.8,2,32768
99,0.8,3,32768
99,0.8,4,32768
99,0.8,5,32768
100,0.8,1,32768
100,0.8,2,32768
100,0.8,3,32768
100,0.8,4,32768
100,0.8,5,32768
1,0.9,1,12288
1,0.9,2,12288
1,0.9,3,12288
1,0.9,4,12288
1,0.9,5,12288
2,0.9,1,12288
2,0.9,2,12288
2,0.9,3,12288
2,0.9,4,12288
2,0.9,5,12288
3,0.9,1,12288
3,0.9,2,12288
3,0.9,3,12288
3,0.9,4,12288
3,0.9,5,12288
4,0.9,1,12288
4,0.9,2,12288
4,0.9,3,12288
4,0.9,4,12288
4,0.9,5,12288
5,0.9,1,12288
5,0.9,2,12288
5,0.9,3,12288
5,0.9,4,12288
5,0.9,5,12288
6,0.9,1,12288
6,0.9,2,12288
6,0.9,3,12288
6,0.9,4,12288
6,0.9,5,12288
7,0.9,1,12288
7,0.9,2,12288
7,0.9,3,12288
7,0.9,4,12288
7,0.9,5,12288
8,0.9,1,12288
8,0.9,2,12288
8,0.9,3,12288
8,0.9,4,12288
8,0.9,5,12288
9,0.9,1,12288
9,0.9,2,12288
9,0.9,3,12288
9,0.9,4,12288
9,0.9,5,12288
10,0.9,1,12288
10,0.9,2,12288
10,0.9,3,12288
10,0.9,4,12288
10,0.9,5,12288
11,0.9,1,12288
11,0.9,2,12288
11,0.9,3,12288
11,0.9,4,12288
11,0.9,5,12288
12,0.9,1,12288
12,0.9,2,12288
12,0.9,3,12288
12,0.9,4,12288
12,0.9,5,12288
13,0.9,1,12288
13,0.9,2,12288
13,0.9,3,12288
13,0.9,4,12288
13,0.9,5,12288
14,0.9,1,12288
14,0.9,2,12288
14,0.9,3,12288
14,0.9,4,12288
14,0.9,5,12288
15,0.9,1,12288
15,0.9,2,12288
15,0.9,3,12288
15,0.9,4,12288
15,0.9,5,12288
16,0.9,1,12288
16,0.9,2,12288
16,0.9,3,12288
16,0.9,4,12288
16,0.9,5,12288
17,0.9,1,12288
17,0.9,2,12288
17,0.9,3,12288
17,0.9,4,12288
17,0.9,5,12288
18,0.9,1,12288
18,0.9,2,12288
18,0.9,3,12288
18,0.9,4,12288
18,0.9,5,12288
19,0.9,1,12288
19,0.9,2,12288
19,0.9,3,12288
19,0.9,4,12288
19,0.9,5,12288
20,0.9,1,12288
20,0.9,2,12288
20,0.9,3,12288
20,0.9,4,12288
20,0.9,5,12288
21,0.9,1,12288
21,0.9,2,12288
21,0.9,3,12288
21,0.9,4,12288
21,0.9,5,12288
22,0.9,1,20480
22,0.9,2,12288
22,0.9,3,12288
22,0.9,4,12288
22,0.9,5,12288
23,0.9,1,20480
23,0.9,2,12288
23,0.9,3,12288
23,0.9,4,20480
23,0.9,5,12288
24,0.9,1,12288
24,0.9,2,12288
24,0.9,3,12288
24,0.9,4,12288
24,0.9,5,12288
25,0.9,1,12288
25,0.9,2,12288
25,0.9,3,12288
25,0.9,4,12288
25,0.9,5,20480
26,0.9,1,20480
26,0.9,2,20480
26,0.9,3,12288
26,0.9,4,20480
26,0.9,5,20480
27,0.9,1,20480
27,0.9,2,20480
27,0.9,3,20480
27,0.9,4,20480
27,0.9,5,12288
28,0.9,1,20480
28,0.9,2,20480
28,0.9,3,20480
28,0.9,4,20480
28,0.9,5,20480
29,0.9,1,20480
29,0.9,2,20480
29,0.9,3,20480
29,0.9,4,20480
29,0.9,5,20480
30,0.9,1,20480
30,0.9,2,20480
30,0.9,3,20480
30,0.9,4,20480
30,0.9,5,20480
31,0.9,1,20480
31,0.9,2,20480
31,0.9,3,20480
31,0.9,4,20480
31,0.9,5,20480
32,0.9,1,20480
32,0.9,2,20480
32,0.9,3,20480
32,0.9,4,20480
32,0.9,5,20480
33,0.9,1,20480
33,0.9,2,20480
33,0.9,3,20480
33,0.9,4,20480
33,0.9,5,20480
34,0.9,1,20480
34,0.9,2,20480
34,0.9,3,20480
34,0.9,4,20480
34,0.9,5,20480
35,0.9,1,20480
35,0.9,2,20480
35,0.9,3,20480
35,0.9,4,20480
35,0.9,5,20480
36,0.9,1,20480
36,0.9,2,20480
36,0.9,3,20480
36,0.9,4,20480
36,0.9,5,20480
37,0.9,1,20480
37,0.9,2,20480
37,0.9,3,20480
37,0.9,4,20480
37,0.9,5,20480
38,0.9,1,20480
38,0.9,2,20480
38,0.9,3,20480
38,0.9,4,20480
38,0.9,5,20480
39,0.9,1,20480
39,0.9,2,20480
39,0.9,3,20480
39,0.9,4,20480
39,0.9,5,20480
40,0.9,1,20480
40,0.9,2,20480
40,0.9,3,20480
40,0.9,4,20480
40,0.9,5,20480
41,0.9,1,20480
41,0.9,2,20480
41,0.9,3,20480
41,0.9,4,20480
41,0.9,5,20480
42,0.9,1,20480
42,0.9,2,20480
42,0.9,3,20480
42,0.9,4,20480
42,0.9,5,20480
43,0.9,1,20480
43,0.9,2,20480
43,0.9,3,20480
43,0.9,4,20480
43,0.9,5,20480
44,0.9,1,20480
44,0.9,2,24576
44,0.9,3,20480
44,0.9,4,20480
44,0.9,5,20480
45,0.9,1,24576
45,0.9,2,24576
45,0.9,3,24576
45,0.9,4,20480
45,0.9,5,20480
46,0.9,1,24576
46,0.9,2,20480
46,0.9,3,24576
46,0.9,4,20480
46,0.9,5,20480
47,0.9,1,24576
47,0.9,2,20480
47,0.9,3,20480
47,0.9,4,24576
47,0.9,5,24576
48,0.9,1,20480
48,0.9,2,24576
48,0.9,3,24576
48,0.9,4,20480
48,0.9,5,24576
49,0.9,1,24576
49,0.9,2,24576
49,0.9,3,24576
49,0.9,4,24576
49,0.9,5,20480
50,0.9,1,24576
50,0.9,2,20480
50,0.9,3,24576
50,0.9,4,20480
50,0.9,5,24576
51,0.9,1,24576
51,0.9,2,24576
51,0.9,3,24576
51,0.9,4,20480
51,0.9,5,24576
52,0.9,1,24576
52,0.9,2,24576
52,0.9,3,24576
52,0.9,4,24576
52,0.9,5,24576
53,0.9,1,24576
53,0.9,2,24576
53,0.9,3,24576
53,0.9,4,24576
53,0.9,5,24576
54,0.9,1,24576
54,0.9,2,24576
54,0.9,3,24576
54,0.9,4,24576
54,0.9,5,24576
55,0.9,1,24576
55,0.9,2,24576
55,0.9,3,24576
55,0.9,4,24576
55,0.9,5,24576
56,0.9,1,24576
56,0.9,2,24576
56,0.9,3,24576
56,0.9,4,24576
56,0.9,5,24576
57,0.9,1,24576
57,0.9,2,24576
57,0.9,3,24576
57,0.9,4,24576
57,0.9,5,24576
58,0.9,1,24576
58,0.9,2,24576
58,0.9,3,24576
58,0.9,4,24576
58,0.9,5,24576
59,0.9,1,24576
59,0.9,2,24576
59,0.9,3,24576
59,0.9,4,24576
59,0.9,5,24576
60,0.9,1,24576
60,0.9,2,24576
60,0.9,3,24576
60,0.9,4,24576
60,0.9,5,24576
61,0.9,1,24576
61,0.9,2,24576
61,0.9,3,24576
61,0.9,4,28672
61,0.9,5,24576
62,0.9,1,24576
62,0.9,2,24576
62,0.9,3,24576
62,0.9,4,24576
62,0.9,5,24576
63,0.9,1,24576
63,0.9,2,24576
63,0.9,3,24576
63,0.9,4,24576
63,0.9,5,24576
64,0.9,1,24576
64,0.9,2,24576
64,0.9,3,24576
64,0.9,4,24576
64,0.9,5,24576
65,0.9,1,28672
65,0.9,2,24576
65,0.9,3,24576
65,0.9,4,24576
65,0.9,5,28672
66,0.9,1,24576
66,0.9,2,24576
66,0.9,3,24576
66,0.9,4,28672
66,0.9,5,24576
67,0.9,1,24576
67,0.9,2,28672
67,0.9,3,24576
67,0.9,4,28672
67,0.9,5,24576
68,0.9,1,24576
68,0.9,2,28672
68,0.9,3,24576
68,0.9,4,28672
68,0.9,5,24576
69,0.9,1,24576
69,0.9,2,28672
69,0.9,3,24576
69,0.9,4,24576
69,0.9,5,28672
70,0.9,1,24576
70,0.9,2,28672
70,0.9,3,28672
70,0.9,4,24576
70,0.9,5,24576
71,0.9,1,28672
71,0.9,2,28672
71,0.9,3,28672
71,0.9,4,28672
71,0.9,5,28672
72,0.9,1,28672
72,0.9,2,28672
72,0.9,3,28672
72,0.9,4,28672
72,0.9,5,28672
73,0.9,1,28672
73,0.9,2,24576
73,0.9,3,28672
73,0.9,4,28672
73,0.9,5,28672
74,0.9,1,28672
74,0.9,2,24576
74,0.9,3,28672
74,0.9,4,28672
74,0.9,5,28672
75,0.9,1,28672
75,0.9,2,28672
75,0.9,3,28672
75,0.9,4,28672
75,0.9,5,24576
76,0.9,1,28672
76,0.9,2,28672
76,0.9,3,28672
76,0.9,4,28672
76,0.9,5,28672
77,0.9,1,28672
77,0.9,2,28672
77,0.9,3,28672
77,0.9,4,28672
77,0.9,5,28672
78,0.9,1,28672
78,0.9,2,28672
78,0.9,3,28672
78,0.9,4,28672
78,0.9,5,28672
79,0.9,1,28672
79,0.9,2,28672
79,0.9,3,28672
79,0.9,4,28672
79,0.9,5,28672
80,0.9,1,28672
80,0.9,2,28672
80,0.9,3,28672
80,0.9,4,28672
80,0.9,5,28672
81,0.9,1,28672
81,0.9,2,28672
81,0.9,3,28672
81,0.9,4,28672
81,0.9,5,28672
82,0.9,1,28672
82,0.9,2,28672
82,0.9,3,28672
82,0.9,4,28672
82,0.9,5,28672
83,0.9,1,28672
83,0.9,2,28672
83,0.9,3,28672
83,0.9,4,28672
83,0.9,5,28672
84,0.9,1,28672
84,0.9,2,28672
84,0.9,3,32768
84,0.9,4,28672
84,0.9,5,28672
85,0.9,1,28672
85,0.9,2,28672
85,0.9,3,28672
85,0.9,4,28672
85,0.9,5,28672
86,0.9,1,28672
86,0.9,2,28672
86,0.9,3,28672
86,0.9,4,32768
86,0.9,5,28672
87,0.9,1,28672
87,0.9,2,28672
87,0.9,3,28672
87,0.9,4,28672
87,0.9,5,28672
88,0.9,1,32768
88,0.9,2,28672
88,0.9,3,28672
88,0.9,4,28672
88,0.9,5,28672
89,0.9,1,32768
89,0.9,2,28672
89,0.9,3,32768
89,0.9,4,28672
89,0.9,5,32768
90,0.9,1,32768
90,0.9,2,28672
90,0.9,3,28672
90,0.9,4,28672
90,0.9,5,32768
91,0.9,1,32768
91,0.9,2,28672
91,0.9,3,32768
91,0.9,4,32768
91,0.9,5,32768
92,0.9,1,32768
92,0.9,2,28672
92,0.9,3,32768
92,0.9,4,28672
92,0.9,5,28672
93,0.9,1,28672
93,0.9,2,32768
93,0.9,3,32768
93,0.9,4,28672
93,0.9,5,28672
94,0.9,1,28672
94,0.9,2,32768
94,0.9,3,28672
94,0.9,4,32768
94,0.9,5,28672
95,0.9,1,32768
95,0.9,2,32768
95,0.9,3,32768
95,0.9,4,32768
95,0.9,5,32768
96,0.9,1,28672
96,0.9,2,28672
96,0.9,3,28672
96,0.9,4,28672
96,0.9,5,28672
97,0.9,1,32768
97,0.9,2,32768
97,0.9,3,32768
97,0.9,4,32768
97,0.9,5,32768
98,0.9,1,32768
98,0.9,2,36864
98,0.9,3,32768
98,0.9,4,32768
98,0.9,5,32768
99,0.9,1,32768
99,0.9,2,32768
99,0.9,3,32768
99,0.9,4,32768
99,0.9,5,32768
100,0.9,1,32768
100,0.9,2,32768
100,0.9,3,32768
100,0.9,4,32768
100,0.9,5,32768
1,1.0,1,12288
1,1.0,2,12288
1,1.0,3,12288
1,1.0,4,12288
1,1.0,5,12288
2,1.0,1,12288
2,1.0,2,12288
2,1.0,3,12288
2,1.0,4,12288
2,1.0,5,12288
3,1.0,1,12288
3,1.0,2,12288
3,1.0,3,12288
3,1.0,4,12288
3,1.0,5,12288
4,1.0,1,12288
4,1.0,2,12288
4,1.0,3,12288
4,1.0,4,12288
4,1.0,5,12288
5,1.0,1,12288
5,1.0,2,12288
5,1.0,3,12288
5,1.0,4,12288
5,1.0,5,12288
6,1.0,1,12288
6,1.0,2,12288
6,1.0,3,12288
6,1.0,4,12288
6,1.0,5,12288
7,1.0,1,12288
7,1.0,2,12288
7,1.0,3,12288
7,1.0,4,12288
7,1.0,5,12288
8,1.0,1,12288
8,1.0,2,12288
8,1.0,3,12288
8,1.0,4,12288
8,1.0,5,12288
9,1.0,1,12288
9,1.0,2,12288
9,1.0,3,12288
9,1.0,4,12288
9,1.0,5,12288
10,1.0,1,12288
10,1.0,2,12288
10,1.0,3,12288
10,1.0,4,12288
10,1.0,5,12288
11,1.0,1,12288
11,1.0,2,12288
11,1.0,3,12288
11,1.0,4,12288
11,1.0,5,12288
12,1.0,1,12288
12,1.0,2,12288
12,1.0,3,12288
12,1.0,4,12288
12,1.0,5,12288
13,1.0,1,12288
13,1.0,2,12288
13,1.0,3,12288
13,1.0,4,12288
13,1.0,5,12288
14,1.0,1,12288
14,1.0,2,12288
14,1.0,3,12288
14,1.0,4,12288
14,1.0,5,12288
15,1.0,1,12288
15,1.0,2,12288
15,1.0,3,12288
15,1.0,4,12288
15,1.0,5,12288
16,1.0,1,12288
16,1.0,2,12288
16,1.0,3,12288
16,1.0,4,12288
